Voltage_measured,Current_measured,Temperature_measured,Time,capacity,test_id,type,name,i_mean_10,i_std_10,v_mean_10,v_std_10,i_mean_all,v_mean_all,count_all,mean_posizVoltage_measured,std_posizVoltage_measured,mean_posizCurrent_measured,std_posizCurrent_measured,Obj_capacity
3.831938252983524,-2.013409300587134,26.95745885098636,290.141,1.8564874208181574,1,discharge,B0005,,,,,,,0.0,,,,,1.8564874208181574
3.826414443009924,-2.013145499824814,27.129800142459917,308.359,1.8564874208181574,1,discharge,B0005,-2.013409300587134,0.0,3.831938252983524,0.0,-2.013409300587134,3.831938252983524,1.0,,,,,1.8462991186856708
3.8210957343825593,-2.012041289430313,27.305824075615053,326.5,1.8564874208181574,1,discharge,B0005,-2.013277400205974,0.00013190038115995506,3.8291763479967242,0.002761904986800068,-2.013277400205974,3.8291763479967242,2.0,,,,,1.83615732513791
3.815896664668625,-2.014463252999404,27.464816676940977,344.75,1.8564874208181574,1,discharge,B0005,-2.012865363280754,0.0005925768550915089,3.8264828101253356,0.0044267036607330236,-2.012865363280754,3.8264828101253356,3.0,,,,,1.8259512545963346
3.810696821906357,-2.013140029715948,27.61796452275516,362.906,1.8564874208181574,1,discharge,B0005,-2.0132648357104164,0.0008614494547414301,3.823836273761158,0.005975721141059549,-2.0132648357104164,3.823836273761158,4.0,,,,,1.815794981651754
3.8058373809696873,-2.0092264361962906,27.775477825458733,381.047,1.8564874208181574,1,discharge,B0005,-2.0132398745115223,0.0007721194054421193,3.8212083833901977,0.00749604067036107,-2.0132398745115223,3.8212083833901977,5.0,,,,,1.8056602941436826
3.801121633463299,-2.0146661803839097,27.93132997915235,399.187,1.8564874208181574,1,discharge,B0005,-2.0125709681256505,0.0016534768657344241,3.818646549653446,0.008924151607681632,-2.0125709681256505,3.818646549653446,6.0,,,,,1.7955223202457986
3.7962931305502456,-2.013218328840318,28.07896948157122,417.281,1.8564874208181574,1,discharge,B0005,-2.012870284162545,0.0016973381787239417,3.8161429901977106,0.010289321158603423,-2.012870284162545,3.8161429901977106,7.0,,,,,1.7854000227027567
3.7914489063900754,-2.011514220111743,28.233503103314952,435.484,1.8564874208181574,1,discharge,B0005,-2.0129137897472664,0.001591881412872346,3.8136617577417775,0.011650406223364277,-2.0129137897472664,3.8136617577417775,8.0,,,,,1.7752247162321213
3.78662468670613,-2.0122022798127417,28.378779409387704,453.672,1.8564874208181574,1,discharge,B0005,-2.012758282009986,0.0015639637221808416,3.8111936631471437,0.013014705649019263,-2.012758282009986,3.8111936631471437,9.0,,,,,1.7650603612737008
3.782062923033413,-2.0138533447712548,28.52252419508983,471.812,1.8564874208181574,1,discharge,B0005,-2.0127026817902616,0.0014930528228326737,3.808736765503043,0.01437954871057756,-2.0127026817902616,3.808736765503043,10.0,,,,,1.7549169377973184
3.7771754018686496,-2.012131460111624,28.6658983307403,490.203,1.8564874208181574,1,discharge,B0005,-2.0127470862086736,0.001519771856749414,3.8037492325080313,0.01411433387809421,-2.0128072875158063,3.8063118707330763,11.0,,,,,1.7446333424436238
3.7724062939793614,-2.010701731407519,28.816718288957556,508.344,1.8564874208181574,1,discharge,B0005,-2.0126456822373546,0.0015236305127400498,3.798825328393904,0.013936113513915759,-2.012750968565458,3.803883831661041,12.0,,,,,1.734497478981492
3.767937459194956,-2.01208603752232,28.932748936688014,526.625,1.8564874208181574,1,discharge,B0005,-2.012511726435075,0.0016263059978828252,3.793956384353584,0.013809709752732234,-2.0125933349379244,3.801462482608604,13.0,,,,,1.7242835090920745
3.7632293036403497,-2.0122939193277443,29.0704460950252,544.922,1.8564874208181574,1,discharge,B0005,-2.012274004887367,0.001491856285444701,3.7891604638062177,0.01368459302167327,-2.0125570994082382,3.7990678380790577,14.0,,,,,1.7140565535267294
3.758511492029129,-2.0134659783611792,29.1845862659112,563.125,1.8564874208181574,1,discharge,B0005,-2.012189393848547,0.0014640751028045802,3.7844137119796164,0.013623416164770802,-2.0125395540695385,3.7966786024498105,15.0,,,,,1.703878649718725
3.754213210075249,-2.013587960930042,29.292444107327626,581.406,1.8564874208181574,1,discharge,B0005,-2.0126133480650354,0.0011175122933808114,3.779681123085561,0.013579219819088712,-2.012597455587766,3.794293158048518,16.0,,,,,1.693653847904255
3.7496292028995617,-2.0128470572358244,29.4027458081941,599.656,1.8564874208181574,1,discharge,B0005,-2.0125055261196487,0.0009543495820045571,3.7749902807467564,0.013464142001327018,-2.0126557206078997,3.7919355140500905,17.0,,,,,1.6834479535873763
3.745168859636383,-2.0124262827670187,29.498965095148662,617.875,1.8564874208181574,1,discharge,B0005,-2.012468398959199,0.000932877418046678,3.770323887981688,0.013358337635205832,-2.012666350420562,3.7895851634306164,18.0,,,,,1.6732623348399442
3.741005008761193,-2.012455650506209,29.593702926896327,636.047,1.8564874208181574,1,discharge,B0005,-2.0125596052247268,0.0008781078204305643,3.7656958833063188,0.013254345020813088,-2.0126537152809023,3.7872474632309205,19.0,,,,,1.6631039800494662
3.736699828857414,-2.0133848004978523,29.681428273132017,654.422,1.8564874208181574,1,discharge,B0005,-2.0125849422940734,0.0008710590626148621,3.7611339155118246,0.013115965811874878,-2.0126438120421675,3.7849353405074337,20.0,,,,,1.6528296997317995
3.73248270531015,-2.012628857345505,29.76670141542565,672.594,1.8564874208181574,1,discharge,B0005,-2.012538087866733,0.0008121830972171388,3.7565976060942248,0.012936405201048653,-2.012679097206724,3.7826384113812423,21.0,,,,,1.6426684885942537
3.7283525544000353,-2.015505361933708,29.83908101440069,690.812,1.8564874208181574,1,discharge,B0005,-2.0125878275901217,0.000800909882588408,3.752128336438375,0.012774368256716299,-2.0126768135766686,3.780358606559829,22.0,,,,,1.6324761900933054
3.724533235478666,-2.011329657572897,29.910875731095437,708.937,1.8564874208181574,1,discharge,B0005,-2.0130681906427403,0.0009519310696190381,3.7477229624804416,0.012616908876544475,-2.0127997939400184,3.7780974738572293,23.0,,,,,1.622339192214339
3.7206510260877055,-2.0108790415318465,29.982244319075196,727.266,1.8564874208181574,1,discharge,B0005,-2.012992552647798,0.0010517789232180445,3.7433825401088128,0.012379857807522252,-2.0127385382580547,3.775865630591456,24.0,,,,,1.612099877874632
3.7164090082277776,-2.012996130285865,30.03264277840019,745.578,1.8564874208181574,1,discharge,B0005,-2.012851064868208,0.0012182381473620683,3.7391247123535485,0.01214143948807055,-2.0126641583890064,3.7736570464113055,25.0,,,,,1.6018658220209758
3.712791837839384,-2.01075794856787,30.094357850362577,763.797,1.8564874208181574,1,discharge,B0005,-2.012804080060677,0.001202576046953152,3.7349144639734133,0.011987658661893002,-2.0126769265388855,3.7714551987888623,26.0,,,,,1.5916840476372762
3.7084276144367743,-2.0137012692563894,30.1385033025236,782.109,1.8564874208181574,1,discharge,B0005,-2.0125210788244594,0.0013127520466006243,3.7307723267498267,0.01175770207189023,-2.0126058532807,3.769282481716659,27.0,,,,,1.5814485063599433
3.704791771654605,-2.011144436461852,30.18676402113827,800.484,1.8564874208181574,1,discharge,B0005,-2.012606500026516,0.0013581899378172137,3.7266521679035476,0.011646385195219613,-2.0126449752798314,3.767109093599521,28.0,,,,,1.5711767647151413
3.700682577796298,-2.012174075768356,30.237829191847663,818.797,1.8564874208181574,1,discharge,B0005,-2.0124783153959998,0.0014278528524804522,3.7226144591053703,0.01152545447779606,-2.01259323256197,3.7649602204290065,29.0,,,,,1.5609435658381314
3.6967577147701225,-2.01231592461865,30.280514742929128,837.016,1.8564874208181574,1,discharge,B0005,-2.0124501579222143,0.001430795488665812,3.718582216008881,0.011439258133365196,-2.0125792606688497,3.762817632341249,30.0,,,,,1.5507599292663188
3.6930393322124,-2.0120123756511448,30.33483731398849,855.25,1.8564874208181574,1,discharge,B0005,-2.012343270334294,0.0013964945246916377,3.7145880046001514,0.011388985809248646,-2.012570765957553,3.7606866672583097,31.0,,,,,1.5405683178458855
3.689176796697776,-2.0120803747271694,30.3862846045558,873.578,1.8564874208181574,1,discharge,B0005,-2.0122816221648576,0.0013961338029483776,3.710643667290377,0.01133859328873791,-2.012553316260478,3.758572688038125,32.0,,,,,1.5303247661890893
3.685214481541968,-2.010711081087841,30.422588674734524,891.812,1.8564874208181574,1,discharge,B0005,-2.011939123444204,0.0008925718265078265,3.7067260915201508,0.011310989474384647,-2.012538984698862,3.756469782239933,33.0,,,,,1.5201370468272377
3.681493741415728,-2.013344119617849,30.47429007075274,910.141,1.8564874208181574,1,discharge,B0005,-2.0118772657956985,0.0009521145072259004,3.702794216126481,0.011271394659389715,-2.01248522282795,3.754374038101757,34.0,,,,,1.5098930318586636
3.6777922137897634,-2.0110307397305536,30.52163903632653,928.391,1.8564874208181574,1,discharge,B0005,-2.0121237736042987,0.0009804472350063067,3.6988784876592833,0.011189095773569796,-2.0125097627362325,3.752291743910728,35.0,,,,,1.4996923594721208
3.674061813182095,-2.0126836937029475,30.56564255984485,946.719,1.8564874208181574,1,discharge,B0005,-2.0119272345487675,0.0009828636055983797,3.695016808215482,0.01113617867732212,-2.012468678763853,3.750222312518479,36.0,,,,,1.4894497708421248
3.6703017649960343,-2.0114412418104908,30.614342540274404,965.047,1.8564874208181574,1,discharge,B0005,-2.012119809062275,0.0009216485222901909,3.6911438057497525,0.011015005279416491,-2.0124744899784233,3.7481639206445228,37.0,,,,,1.479206137256279
3.666733911530225,-2.0127904770485,30.65539856459504,983.391,1.8564874208181574,1,discharge,B0005,-2.011893806317685,0.0007709101601609519,3.687331220805679,0.010970897837224136,-2.0124472992371616,3.74611491654851,38.0,,,,,1.4689532891103418
3.662998049506258,-2.011569191758114,30.703512411809328,1001.766,1.8564874208181574,1,discharge,B0005,-2.0120584103763504,0.0007690606613121442,3.6835254347932413,0.01085423528059081,-2.0124560986682214,3.7440795061634256,39.0,,,,,1.4586827878722415
3.659664386801439,-2.0126631912960185,30.75861687077348,1020.172,1.8564874208181574,1,discharge,B0005,-2.011997921975326,0.0007812752981320055,3.679756981964237,0.010784886919726398,-2.012433925995469,3.7420524697469966,40.0,,,,,1.448395284921895
3.6558941361243935,-2.0139053880760813,30.805908655557538,1038.594,1.8564874208181574,1,discharge,B0005,-2.0120326486430633,0.000802079116302528,3.6760476491673684,0.010678173182584348,-2.0124395178320675,3.7400430043093,41.0,,,,,1.4380928618150628
3.652326513003176,-2.010715775544467,30.859714600620457,1056.922,1.8564874208181574,1,discharge,B0005,-2.0122219498855562,0.0009788616589579378,3.672333129558568,0.01058160697248577,-2.012474419504544,3.7380394598287063,42.0,,,,,1.427847965053002
3.648763482293651,-2.012021545570249,30.91010409185825,1075.203,1.8564874208181574,1,discharge,B0005,-2.012085489967286,0.0010790739548851163,3.6686481011891083,0.010490306495343351,-2.012433520807798,3.736046135483927,43.0,,,,,1.4176341232519885
3.645546859271647,-2.009214327441653,30.955158203441798,1093.687,1.8564874208181574,1,discharge,B0005,-2.012216536415527,0.0009791508261329436,3.6650030012642767,0.010433364172999633,-2.0124241577342175,3.7340624388205117,44.0,,,,,1.407310717157995
3.642076254837322,-2.013709849652648,31.00631131316394,1112.0,1.8564874208181574,1,discharge,B0005,-2.0118035571979074,0.0012499463950883677,3.6614083130498685,0.010324388585146081,-2.0123528281721605,3.732095425941648,45.0,,,,,1.3970785212614496
3.638464063053352,-2.012817105537171,31.06151882732067,1130.328,1.8564874208181574,1,discharge,B0005,-2.012071468190117,0.0013394999437716824,3.657836717154624,0.010215984022404605,-2.0123823286391276,3.7301384874393797,46.0,,,,,1.386828773201072
3.6350760693865416,-2.0140626569872078,31.121401494237123,1148.75,1.8564874208181574,1,discharge,B0005,-2.0120848093735395,0.001346178892148233,3.65427694214175,0.010143910980801817,-2.0123915792114264,3.7281879677715923,47.0,,,,,1.3765255538975685
3.6316648242502687,-2.011073764656804,31.162425809723157,1167.125,1.8564874208181574,1,discharge,B0005,-2.012346950891211,0.0014468067016184792,3.6507543725808005,0.010083565360513849,-2.012426393331755,3.726248136555237,48.0,,,,,1.366253070321498
3.628578536468816,-2.010892908444055,31.224806538316223,1185.641,1.8564874208181574,1,discharge,B0005,-2.0121752796520416,0.0014853307345562784,3.6472474638528047,0.010014309791294541,-2.0123987886649193,3.7243178648755437,49.0,,,,,1.35590991269384
3.625012599283518,-2.012403944593161,31.27691155461776,1203.984,1.8564874208181574,1,discharge,B0005,-2.0121076513206355,0.0015262198851407325,3.6438055125490605,0.00992391867877105,-2.012368671060502,3.722403078307409,50.0,,,,,1.3456600051694982
3.621582226811228,-2.0132359077233173,31.329021354767168,1222.406,1.8564874208181574,1,discharge,B0005,-2.01208172665035,0.0015187467047466923,3.640340333797268,0.009830751131339781,-2.0123693626983976,3.720493461071647,51.0,,,,,1.3353599583140299
3.618461251661822,-2.0141938465196407,31.377583838007816,1240.797,1.8564874208181574,1,discharge,B0005,-2.0120147786150735,0.0014500857937034923,3.6369091428659517,0.00979107643142672,-2.0123860270257996,3.718591321951254,52.0,,,,,1.3250726721181572
3.615067251937504,-2.012636675477008,31.439329349553734,1259.156,1.8564874208181574,1,discharge,B0005,-2.0123625857125904,0.0015125712636257786,3.633522616731817,0.009729314324349272,-2.0124201368275703,3.7167020753420195,53.0,,,,,1.3148048135690826
3.611881808758121,-2.012210319697456,31.49875419125704,1277.547,1.8564874208181574,1,discharge,B0005,-2.012424098703266,0.0015099568409567016,3.630152993696202,0.009702414569661073,-2.0124241468025597,3.7148199489826763,54.0,,,,,1.3045241245290473
3.608578677267317,-2.011552238457628,31.554685554736025,1295.906,1.8564874208181574,1,discharge,B0005,-2.012723697928847,0.0010791278685725546,3.626786488644849,0.009617172265768206,-2.0124202590370124,3.7129483464331394,55.0,,,,,1.2942640888616628
3.6055349411099233,-2.0140642055357367,31.60394261572073,1314.297,1.8564874208181574,1,discharge,B0005,-2.012507936809345,0.0010760791342067334,3.623436730887849,0.009541691142183003,-2.0124047586695233,3.7110846023408923,56.0,,,,,1.2839814344142346
3.6021858993564058,-2.0118993923590667,31.6581151604487,1332.687,1.8564874208181574,1,discharge,B0005,-2.0126326468092017,0.0011726177653692874,3.6201438186935064,0.009469209875023126,-2.0124338717724397,3.7092328538982438,57.0,,,,,1.2736984523912787
3.598857145114916,-2.015418659421735,31.700917686184457,1351.203,1.8564874208181574,1,discharge,B0005,-2.0124163203463876,0.0010851306755818393,3.6168548016904927,0.009423363434938884,-2.01242465661014,3.7073872167509703,58.0,,,,,1.2633415328014488
3.5957670937938047,-2.012749650022577,31.758563275374726,1369.687,1.8564874208181574,1,discharge,B0005,-2.01285080982288,0.0013076260521574532,3.613574033776957,0.009407137063081383,-2.012475402420506,3.7055477240113763,59.0,,,,,1.253000329602592
3.5930166635689296,-2.0138512952228385,31.81138302618969,1388.125,1.8564874208181574,1,discharge,B0005,-2.013036483980733,0.0011371440317686338,3.6102928895094557,0.009323278450889021,-2.012479973213874,3.7037180468410837,60.0,,,,,1.242688875681976
3.589710093997269,-2.0135540833621937,31.869243502981195,1406.578,1.8564874208181574,1,discharge,B0005,-2.0131812190437004,0.0011395303589105683,3.6070932959379975,0.009212270878662356,-2.0125024539025453,3.70190327006613,61.0,,,,,1.2323669713137777
3.5866522032766084,-2.0163099096877253,31.91584617496636,1425.062,1.8564874208181574,1,discharge,B0005,-2.013213036607588,0.0011450418229654441,3.6039060826566014,0.009161455420785532,-2.0125194156680237,3.7000937027101806,62.0,,,,,1.2220214149182866
3.583442038235367,-2.0127709962440115,31.964417387723174,1443.609,1.8564874208181574,1,discharge,B0005,-2.0134246429243965,0.001459180256896967,3.6007251778180795,0.00907735923736644,-2.012579582239765,3.6982930439890134,63.0,,,,,1.2116426144235206
3.580485344347141,-2.012822716309189,32.01315881764927,1462.047,1.8564874208181574,1,discharge,B0005,-2.0134380750010967,0.0014524678068366947,3.5975626564478658,0.009038699667872614,-2.012582573083581,3.696498497024112,64.0,,,,,1.201333739857957
3.577250478130265,-2.012519953474933,32.06671887324482,1480.547,1.8564874208181574,1,discharge,B0005,-2.01349931466227,0.0014117509543844975,3.594423010006768,0.008972199199808316,-2.0125862675947443,3.6947136792906203,65.0,,,,,1.1909908454980953
3.5743688339111253,-2.011585027857753,32.11931241437056,1499.031,1.8564874208181574,1,discharge,B0005,-2.013596086164001,0.0013040246518056192,3.591290190093063,0.00895193227270836,-2.012585262835353,3.6929339338184937,66.0,,,,,1.180660073765463
3.5712851276871667,-2.01622851328796,32.16182646107055,1517.672,1.8564874208181574,1,discharge,B0005,-2.013348168396202,0.0014218083729597975,3.5881735793731826,0.008875007909081845,-2.012570333955091,3.6911643054616676,67.0,,,,,1.170231952623727
3.568720665506147,-2.012227513512012,32.21984558129608,1536.109,1.8564874208181574,1,discharge,B0005,-2.0137810804890917,0.0015664832071300492,3.585083502206259,0.008837683938261377,-2.0126241307099857,3.689401376376748,68.0,,,,,1.1599163076562116
3.5655546732997907,-2.013824259805759,32.26525994564743,1554.781,1.8564874208181574,1,discharge,B0005,-2.013461965898119,0.0015248691993778637,3.5820698542453826,0.008765015798642662,-2.012618382634653,3.68765238056703,69.0,,,,,1.149475413390741
3.562595408782016,-2.013887804659261,32.314372051414715,1573.281,1.8564874208181574,1,discharge,B0005,-2.0135694268764377,0.0015086631533403761,3.579048612195981,0.008729907300268238,-2.012635609451383,3.6859081276060692,70.0,,,,,1.1391264310028795
3.559784470410582,-2.0108430845976044,32.370839882731325,1591.859,1.8564874208181574,1,discharge,B0005,-2.0135730778200798,0.001509384856703799,3.576006486717289,0.008632317092506794,-2.0126532460036066,3.6841713287493922,71.0,,,,,1.1287415073277942
3.556893753831353,-2.010678198048069,32.41202452924694,1610.406,1.8564874208181574,1,discharge,B0005,-2.0133019779436205,0.001717555740918611,3.5730139243586208,0.008549734789582422,-2.012628104872968,3.6824437334946865,72.0,,,,,1.1183821802126235
3.553973587540843,-2.013477429843029,32.44708743388991,1628.953,1.8564874208181574,1,discharge,B0005,-2.012738806779655,0.0015545072272422807,3.5700380794140956,0.008463334829527176,-2.012601393820572,3.680723870759572,73.0,,,,,1.1080160670972767
3.551197827421948,-2.013286566822403,32.50304552076205,1647.562,1.8564874208181574,1,discharge,B0005,-2.012809450139557,0.001570335958342613,3.5670912343446433,0.008413341742713605,-2.0126132321452,3.679011029094454,74.0,,,,,1.0976085599842285
3.548515599577469,-2.011740383270553,32.553065051986884,1666.062,1.8564874208181574,1,discharge,B0005,-2.0128558351908783,0.0015768797934076254,3.5641624826521237,0.008338258384602903,-2.0126222099408957,3.677306853072154,75.0,,,,,1.0872664768485731
3.5458058311007727,-2.0130222067974155,32.5989989552268,1684.656,1.8564874208181574,1,discharge,B0005,-2.01277787817044,0.0016104701896547085,3.5612889947968442,0.008283873059480161,-2.012610606958391,3.675612231315645,76.0,,,,,1.0768725274597224
3.543110721550116,-2.013411432030162,32.64351728885966,1703.219,1.8564874208181574,1,discharge,B0005,-2.0129215960644067,0.0015609740099274889,3.558432694515809,0.00820540786606855,-2.012615952410846,3.673926433910257,77.0,,,,,1.0664915986211732
